LAT,LONG,DATE,Ztime
47.534210, -111.723968,40323,20540200
47.534210, -111.723968,40323,20540200
47.534210, -111.723937,40323,20540300
47.534210, -111.723937,40323,20540300
47.534202, -111.723922,40323,20540400
47.534202, -111.723922,40323,20540400
47.534194, -111.723899,40323,20540500
47.534194, -111.723899,40323,20540500
47.534191, -111.723884,40323,20540600
47.534191, -111.723884,40323,20540600
47.534179, -111.723869,40323,20540700
47.534179, -111.723869,40323,20540700
47.534168, -111.723846,40323,20540800
47.534168, -111.723846,40323,20540800
47.534160, -111.723815,40323,20540900
47.534160, -111.723815,40323,20540900
47.534152, -111.723785,40323,20541000
47.534152, -111.723785,40323,20541000
47.534149, -111.723770,40323,20541100
47.534149, -111.723770,40323,20541100
47.534141, -111.723754,40323,20541200
47.534141, -111.723754,40323,20541200
47.534137, -111.723739,40323,20541300
47.534137, -111.723739,40323,20541300
47.534130, -111.723731,40323,20541400
47.534130, -111.723731,40323,20541400
47.534130, -111.723716,40323,20541500
47.534130, -111.723716,40323,20541500
47.534122, -111.723701,40323,20541600
47.534122, -111.723701,40323,20541600
47.534118, -111.723678,40323,20541700
47.534118, -111.723678,40323,20541700
47.534114, -111.723655,40323,20541800
47.534114, -111.723655,40323,20541800
47.534103, -111.723640,40323,20541900
47.534103, -111.723640,40323,20541900
47.534091, -111.723617,40323,20542000
47.534091, -111.723617,40323,20542000
47.534084, -111.723609,40323,20542100
47.534084, -111.723609,40323,20542100
47.534069, -111.723594,40323,20542200
47.534069, -111.723594,40323,20542200
47.534057, -111.723579,40323,20542300
47.534057, -111.723579,40323,20542300
47.534046, -111.723556,40323,20542400
47.534046, -111.723556,40323,20542400
47.534038, -111.723533,40323,20542500
47.534038, -111.723533,40323,20542500
47.534034, -111.723503,40323,20542600
47.534034, -111.723503,40323,20542600
47.534034, -111.723487,40323,20542700
47.534034, -111.723487,40323,20542700
47.534030, -111.723472,40323,20542800
47.534030, -111.723472,40323,20542800
47.534023, -111.723457,40323,20542900
47.534023, -111.723457,40323,20542900
47.534015, -111.723449,40323,20543000
47.534015, -111.723449,40323,20543000
47.534008, -111.723434,40323,20543100
47.534008, -111.723434,40323,20543100
47.534000, -111.723419,40323,20543200
47.534000, -111.723419,40323,20543200
47.533992, -111.723396,40323,20543300
47.533992, -111.723396,40323,20543300
47.533977, -111.723388,40323,20543400
47.533977, -111.723388,40323,20543400
47.533966, -111.723373,40323,20543500
47.533966, -111.723373,40323,20543500
47.533954, -111.723350,40323,20543600
47.533954, -111.723350,40323,20543600
47.533943, -111.723335,40323,20543700
47.533943, -111.723335,40323,20543700
47.533935, -111.723320,40323,20543800
47.533935, -111.723320,40323,20543800
47.533931, -111.723297,40323,20543900
47.533931, -111.723297,40323,20543900
47.533931, -111.723274,40323,20544000
47.533931, -111.723274,40323,20544000
47.533931, -111.723251,40323,20544100
47.533931, -111.723251,40323,20544100
47.533927, -111.723236,40323,20544200
47.533927, -111.723236,40323,20544200
47.533924, -111.723220,40323,20544300
47.533924, -111.723220,40323,20544300
47.533916, -111.723205,40323,20544400
47.533916, -111.723205,40323,20544400
47.533908, -111.723197,40323,20544500
47.533908, -111.723197,40323,20544500
47.533901, -111.723190,40323,20544600
47.533901, -111.723190,40323,20544600
47.533893, -111.723175,40323,20544700
47.533893, -111.723175,40323,20544700
47.533885, -111.723159,40323,20544800
47.533885, -111.723159,40323,20544800
47.533878, -111.723144,40323,20544900
47.533878, -111.723144,40323,20544900
47.533870, -111.723136,40323,20545000
47.533870, -111.723136,40323,20545000
47.533863, -111.723121,40323,20545100
47.533863, -111.723121,40323,20545100
47.533855, -111.723121,40323,20545200
47.533855, -111.723121,40323,20545200
47.533847, -111.723114,40323,20545300
47.533847, -111.723114,40323,20545300
47.533843, -111.723106,40323,20545400
47.533843, -111.723106,40323,20545400
47.533840, -111.723098,40323,20545500
47.533840, -111.723098,40323,20545500
47.533832, -111.723098,40323,20545600
47.533832, -111.723098,40323,20545600
47.533828, -111.723098,40323,20545700
47.533828, -111.723098,40323,20545700
47.533824, -111.723106,40323,20545800
47.533824, -111.723106,40323,20545800
47.533821, -111.723114,40323,20545900
47.533821, -111.723114,40323,20545900
47.533813, -111.723114,40323,20550000
47.533813, -111.723114,40323,20550000
47.533813, -111.723121,40323,20550100
47.533813, -111.723121,40323,20550100
47.533805, -111.723121,40323,20550200
47.533805, -111.723121,40323,20550200
47.533805, -111.723129,40323,20550300
47.533805, -111.723129,40323,20550300
47.533798, -111.723136,40323,20550400
47.533798, -111.723136,40323,20550400
47.533798, -111.723136,40323,20550500
47.533798, -111.723136,40323,20550500
47.533794, -111.723144,40323,20550600
47.533794, -111.723144,40323,20550600
47.533786, -111.723144,40323,20550700
47.533786, -111.723144,40323,20550700
47.533786, -111.723152,40323,20550800
47.533786, -111.723152,40323,20550800
47.533782, -111.723152,40323,20550900
47.533782, -111.723152,40323,20550900
47.533775, -111.723159,40323,20551000
47.533775, -111.723159,40323,20551000
47.533771, -111.723159,40323,20551100
47.533771, -111.723159,40323,20551100
47.533771, -111.723167,40323,20551200
47.533771, -111.723167,40323,20551200
47.533767, -111.723175,40323,20551300
47.533767, -111.723175,40323,20551300
47.533763, -111.723175,40323,20551400
47.533763, -111.723175,40323,20551400
47.533760, -111.723182,40323,20551500
